cefr	lemma	example_de
B1	danach	Zuerst gehen wir einkaufen, danach grillen wir auf unserem Balkon.
B1	dankbar	Ich bin Ihnen sehr dankbar für Ihre Hilfe.
B1	Danke für den Tipp	Das war sehr
B1	dapfel	bekommen?
B1	darstellen	Er konnte das Problem sehr gut darstellen.
B1	das Abenteuer	Unser Urlaub war ein tolles Abenteuer. Die Kinder lieben Aben- teuergeschichten.
B1	das Abitur D	Meine Tochter hat gerade Abitur
B1	das Abonnement	Ich habe das Abonnement gekündigt.
B1	das Alphabet	Wie viele Buchstaben hat das Alphabet in Ihrer Sprache?
B1	das Altenheim	Die Großeltern unserer Nachbarn sind || im Altersheim.
B1	das Amt	Das Arbeitsamt befindet sich neben dem Busbahnhof.
B1	das Asyl	Die Menschen sind auf der Flucht und bitten um Asyl.
B1	Das Auto ist vielleicht noch	1000 Euro
B1	das Back- Rohr	Ich habe gerade eine Pizza gemacht.
B1	das Ballett	Meine Tochter möchte gern Ballett tanzen.
B1	das BargeldIch	habe kein Bargeld mehr.
B1	das Benzin	Das Benzin soll wieder teurer werden.
B1	das Billett	Ein Billett können Sie am Schalter || kaufen.
B1	das Blut	Der Verletzte hat viel Blut verloren.
B1	das Boot	Bitte schreiben Sie Ihren Namen auf den Antwortbogen. Ich esse gern Bohnen. An diesem See kann man Boote mieten. Das Visum habe ich von der Botschaft bekommen. Ich habe das Buch leider vergessen. Hoffentlich bist du mir nicht böse. Mach nicht so ein böses Gesicht! Ich bin böse auf dich, du bist wieder nicht gekommen! Zeig mal! Du hast dich verletzt? Das sieht aber böse aus. Das Fleisch muss zehn Minuten braten. Heute gibt’s gebratenen Fisch. Nehmen Sie noch etwas Soße zum Braten? Ich brauche ein Auto. Brauchst du die Zeitung noch? Meine Großmutter ist krank. Sie braucht viel Ruhe. Ich habe für die Renovierung eine Woche gebraucht. Sie brauchen morgen nicht zu kommen. Ich schaffe das alleine. Er hat sich beim Skifahren verletzt, sein Bein ist gebrochen. Ich habe mir im Urlaub das Bein gebrochen. Der Teppich ist zwei Meter lang und einen Meter breit. Welche Maße hat der Tisch? – Länge:1m,Breite:80cm,Höhe:1,20 m. Der Mann ist ganz plötzlich über die Straße gegangen. Ich musste stark bremsen. Du musst unbedingt die Bremsen kontrollieren lassen. In diesem Haus hat es letztes Jahr gebrannt. Die Kerze brennt noch. Mach sie bitte aus. In deinem Zimmer hat die ganze Nacht das Licht gebrannt.
B1	das Brötli	Ich hole schnell ein paar Brötli zum
B1	das Buffet	Das Buffet ist eröffnet! Briefumschlag; A: Kuvert
B1	das Denkmal	In dieser Stadt gibt es viele berühmte Denkmäler.
B1	das Dessert	Nach dem Essen gab es noch ein
B1	das Detail	1. Dieses Detail ist unwichtig. 2. Ich habe alles bis ins kleinste Detail vorbereitet.
B1	das Diplom	Wo kann ich mein Diplom abholen?
B1	das Dokument	1. Hast du alle Dokumente für die Anmeldung dabei? 2. Dieser Stein ist ein wichtiges Dokument für die alte römische Kultur.
B1	das Ehepaar	Das Ehepaar unter uns hat zwei Kinder.
B1	das Einkommen	Bei einem höheren Einkommen muss man mehr Steuern zahlen.
B1	das Einschreiben	Ich habe den Brief als Einschreiben geschickt.
B1	das Eis	Die Wohnung ist fertig. Wir können nächste Woche einziehen. 1. Im Winter gibt es Eis und Schnee. 2. Bitte eine Cola ohne Eis. || Zum Nachtisch gibt es Schokoladeneis.
B1	das Erdgeschoss/	Unsere Wohnung befindet sich im Erdgeschoss.
B1	das Ereignis	1. Alle Zeitungen haben über diese Ereignisse berichtet. 2. Das Konzert war ein großes Ereignis.
B1	das Erlebnis	Die Reise war ein tolles Erlebnis.
B1	Das Essen war	sehr lecker.
B1	das Fahrzeug	Wem gehört das Fahrzeug?
B1	das Faschierte A	Geben Sie mir bitte 500 g Faschiertes.
B1	das Feld	Auf diesem Feld wächst Gemüse.
B1	das Feuerzeug	Ist das Feuerzeug neu?
B1	das Forum	Ich melde mich heute bei diesem Forum an.
B1	das Gas	Wir kochen mit Gas. Gib Gas! Die Ampel ist grün.
B1	das Gasthaus	Gehen wir noch in ein Gasthaus ein Bier trinken?
B1	das Gebiet	In diesem Gebiet gibt es kaum Industrie. Die Zeitschrift berichtet regelmäßig über Fortschritte auf dem Gebiet der Medizin.
B1	das Gebirge	Wir haben unseren Urlaub im Gebirge verbracht.
B1	das Gebäck	Das Gebäck ist ganz frisch.
B1	das Gebäude	In diesem Gebäude sind nur Büros.
B1	das Gedicht	Kennst du ein schönes Gedicht?
B1	das Gefängnis	Er wurde zu fünf Jahren Gefängnis verurteilt.
B1	das Gefühl	Ich glaube, ich schaffe die Prüfung. Ich habe ein gutes Gefühl.
B1	das Geheimnis	Das kann ich dir nicht sagen. Das ist ein Geheimnis.
B1	das Geschirr	Für die Geburtstagsfeier brauche ich Geschirr für zwölf Personen.
B1	das Geschlecht	Bitte kreuzen Sie an: „Geschlecht: weiblich/männlich“.
B1	das Gesetz	Das Parlament hat ein neues Gesetz beschlossen.
B1	das Gewissen	Ich habe deinen Geburtstag vergessen. Ich habe ein ganz schlechtes Gewissen.
B1	das Gewürz	Von den scharfen Gewürzen bekommt man Durst.
B1	das Gift	Vorsicht, das Gift dieser Pflanze ist für Menschen gefährlich!
B1	das Girokonto	Mein Girokonto kostet gar nichts.
B1	das Gold	Ist der Ring aus Gold? Nein, der sieht nur so aus.
B1	das Gras	Wir lagen den ganzen Tag im Gras. die Gruppe, -n Ich gratuliere euch zur Geburt eurer Tochter. grüßen, grüßt, grüßte, hat gegrüßt Herzliche Gratulation! Sie haben gewonnen! der Gruß, ̈-e1. Diese Reparatur kostet Sie gar nichts, wir machen das gratis für Sie.
B1	das Hackfleisch	Geben Sie mir bitte 500g Hackfleisch.
B1	das Hallenbad	Sie geht jeden Tag zum Schwimmen ins Hallenbad. hängen, hängt, Hallo, wie geht’s? − Danke, gut, und hing/hängte, dir? hat gehangen/gehängt
B1	das Haustier	Hat deine Familie ein Haustier? − Ja, wir haben einen Hund.
B1	das Heimweh	Ich habe oft Heimweh nach meiner Familie.
B1	das Hend e l	Zum Mittagessen gibt es Hendl mit
B1	das Herz	1. Ich bin ganz nervös. Mir klopft das Herz. 2. Wir müssen Ihr Herz untersuchen.
B1	das Holz	Möchten Sie ein Regal aus Holz oder aus Metall?
B1	das Hähnchen/Hühnchen	Zum Mittagessen gibt es Hühnchen mit der Hammer, ̈- Reis.
B1	das Inserat	Was kostet ein Inserat in der Zeitung? inzwischen Insgesamt haben sich 20 Teilnehmer für die Prüfung angemeldet.
B1	das Institut	Ich besuche einen Sprachkurs in einem kleinen Sprachinstitut. irgendwann
B1	das Kabel	1. Wo ist das Kabel für das Aufnahme- gerät? 2. Mit Kabel bekommen Sie über 30 Fernsehkanäle.
B1	das Kaffeehaus	Hier in der Nähe ist ein Kaffeehaus. Lass uns einen Kaffee trinken.
B1	das Kapitel	Die Lehrerin hat gesagt, wir sollen zwei Kapitel im Buch wiederholen.
B1	das Kennzeichen	Das Auto hat ein Schweizer Kennzeichen.
B1	das Kissen	Ohne Kopfkissen kann ich nicht schlafen.
B1	das Klima	Alle sagen, dass sich das Klima ändert.
B1	das Knie	Ich habe mich am Knie verletzt. Jetzt kann ich nicht laufen.
B1	das Konsulat	Ein Visum bekommst du auch im Konsulat.
B1	das Kostüm	In dem Film tragen die Leute bunte Kostüme.
B1	das Kraftfahrzeug	Auf dieser Straße sind Kraftfahrzeuge nicht erlaubt.
B1	das Kraftwerk	Die Menschen protestieren gegen das Kraftwerk.
B1	das Krankenhaus	Er hat sich verletzt und musste ins Krankenhaus.
B1	das Kreuz	Was bedeutet dieses Kreuz hier?
B1	das Kuvert	Ich hätte gern 50 Kuverts und
B1	das Lager	Ich weiß nicht, ob wir diesen Schuh in Ihrer Größe haben. Ich sehe mal im Lager nach. Unsere Kinder fahren im Sommer ins Zeltlager.
B1	das Licht an	machen? Ich kann macht man hier
B1	das Loch	1. Ich habe ein Loch im Zahn. Ich muss zum Zahnarzt. 2. Deine Hose hat ein Loch. – Ich weiß, sie ist schon alt.
B1	das Magazin	Jugendliche lesen dieses Magazin gern.
B1	das Material	Aus welchem Material ist der Schrank? – Aus Holz.
B1	das Mehl	Ich möchte einen Kuchen backen. Ist noch genug Mehl da?
B1	das Menü	Nimm doch das Menü, das sieht gut aus.
B1	das Metall	Dieser Tisch hier ist ganz aus Metall.
B1	das Mineralwasser	Kann ich bitte ein Mineralwasser haben?
B1	das Mitglied	Für Mitglieder ist der Eintritt zum Konzert gratis.
B1	das Mobiltelefon	Wie kann ich Sie erreichen? Haben Sie ein Mobiltelefon?
B1	das Modell	Wie findest du dieses Auto? – Dieses Modell gefällt mir nicht.
B1	das Motorrad	Oskar fährt jeden Tag mit dem Motorrad zur Arbeit.
B1	das Märchen	Meine Großmutter hat uns viele Märchen erzählt.
B1	das Müesli/Müsli	Zum Frühstück gibt es Müsli mit Obst.
B1	das Nahrungsmittel	In diesen Ländern fehlen vor allem Nahrungsmittel.
B1	das Opfer	Bei der Schiffskatastrophe gab es viele Opfer.
B1	das Orchester	Auf unserer Hochzeit hat ein kleines Orchester gespielt.
B1	das Original	Das Original ist für Sie. Wir bekommen die Kopie. || Ich muss das originale Dokument abgeben.
B1	das Pech	1. Es regnet. Unser Picknick fällt leider aus. – So ein Pech! 2. Wir hatten im Urlaub Pech mit dem Wetter.
B1	das Personal	Dieser Eingang ist nur für das Personal.
B1	das Pflaster	Hast du ein Pflaster? Ich habe mich geschnitten.
B1	das Picknick	Am Sonntag machen wir ein Picknick. Der Arzt hat mir neue Pillen verschrieben.
B1	das Plastik	Was für ein Spielzeug möchten Sie? Aus Plastik oder aus Holz?
B1	das Portemonnaie/Port-	Ich habe nur Kleingeld in meinem Portemonnaie.
B1	das Publikum	Es war ein tolles Konzert. Das Publikum war begeistert.
B1	das Quartier	Wir wohnen in einem schönen
B1	das Quiz	Er hat beim Quiz gewonnen.
B1	das Rad	Hast du noch ein Rad? Ich bin durch Glas gefahren und jetzt ist mein Rad kaputt. || Sie fährt jeden Morgen mit dem Rad
B1	das Recht	Nach deutschem Recht kann er dafür nicht bestraft werden. Ich hatte Vorfahrt. Ich war im Recht. Die Rechnung stimmt nicht? Dann haben Sie das Recht, das Geld zurückzubekommen. || Ist es Ihnen recht, wenn ich morgen vorbeikomme? Da haben Sie recht. Da muss ich Ihnen recht geben.
B1	das Referat	Vielen Dank für dieses interessante Referat.
B1	das Regal	Das Buch steht im Regal oben rechts.
B1	das Risiko	Ich nehme keinen Kredit auf. Das Risiko ist mir zu hoch.
B1	das Rüebli	Hasen fressen gern Rüebli.
B1	das Schaufenster	Ich habe im Schaufenster eine schicke Bluse gesehen.
B1	das Schmerzmittel	Sie haben Zahnschmerzen? Ich verschreibe Ihnen ein Schmerzmittel.
B1	das Schnitzel	Bitte ein Schnitzel mit Kartoffeln und Salat.
B1	das Schwammerl	Haben Sie frische Schwammerln?
B1	das Semester	Mein Neffe studiert im 7. Semester Medizin.
B1	das Seminar	Ich möchte dieses Seminar unbedingt besuchen. Ich hole schnell ein paar Semmeln zum
B1	das Sonderangebot	Das ist ein Sonderangebot: 25 % re- duziert.
B1	das Souvenir	Ich habe ein paar Souvenirs aus dem Urlaub mitgebracht.
B1	das Spielzeug	Zu Weihnachten wünschen sich die Kinder vor allem Spielzeug.
B1	das Stadion	Ich möchte am Samstag ins Stadion gehen. Da spielt meine Mannschaft.
B1	das Stiegenhaus	Im Stiegenhaus ist kein Licht.
B1	das Streichholz	Ich hätte gern eine Schachtel
B1	das Studio	Zu Gast im Studio sind heute ...
B1	das Stück/-stück	1. Ich nehme zwei Stück Zucker in den Kaffee. 2. Möchten Sie noch ein Stück Kuchen? 3. Was kosten die Kulis? – Ein Euro pro Stück. 4. Ich begleite dich ein Stück. 5. Er spielt in dem Stück die Hauptrolle.
B1	das Suchtmittel	Manche Medikamente sind auch Suchtmittel.
B1	das Symbol	Das Herz ist ein Symbol für die Liebe. Auf dem Bildschirm finden Sie viele Symbole.
B1	das System	Welches Betriebssystem hast du? Ich kenne Ihr System nicht. Können Sie es mir erklären?
B1	das Tal	Unser Dorf liegt in einem Tal.
B1	das Talent	Sie hat großes Talent für Musik.
B1	das Taschengeld	Wie viel Taschengeld bekommst du im Monat?
B1	das Taschentuch	Hast du ein Taschentuch für mich?
B1	das Tempo	Hier darfst du nur Tempo 30 fahren. Achtung, hier ist eine Tempo-30-Zone!
B1	das Tennis	Ich spiele gern Tennis.
B1	das Tor	Hinter dem Tor geht es zur Fabrik. Die Mannschaft konnte vier Tore schießen.
B1	das Tram	Fahren wir mit dem Tram oder dem
B1	das Treppenhaus	Im Treppenhaus ist kein Licht.
B1	das Trinkgeld	Ich habe dem Kellner zwei Euro Trinkgeld gegeben. U
B1	das Tuch	Es war ziemlich kalt. Trotzdem bin ich schwimmen gegangen. überall 1. Wo hast du dieses schöne Tuch gekauft? 2. Die Handtücher sind im Schrank ganz überfahren, überfährt, oben. überfuhr, hat überfahren 3. Hast du ein Taschentuch für mich? überhaupt
B1	das Ufer	1. Er schwimmt ans Ufer zurück. 2. Am Seeufer ist es schön spazieren zu gehen.
B1	das Unglück	Bei dem Unglück gab es viele Verletzte.
B1	das Urteil	1. Dein Urteil ist für mich sehr wichtig. 2. Das Urteil des Gerichts erscheint mir zu hart.
B1	das Velo	1. Sie fährt jeden Morgen mit dem Velo zur Arbeit. 2. Am Sonntag fahren wir oft Velo.
B1	das Verbot	Ich bin für das Verbot dieses neuen Videospiels.
B1	das Vergnügen	Es ist ein Vergnügen, den Kindern beim Spielen zuzusehen. Ich wünsche dir viel Vergnügen bei der Party!
B1	das Verhalten	Ich bewundere dein Verhalten in der schwierigen Situation.
B1	das Verhältnis	Ich habe ein gutes Verhältnis zu meinen Eltern.
B1	das Verkehrsmittel	Es gibt kaum Parkplätze. Sie sollten mit öffentlichen Verkehrsmitteln fahren.
B1	das Verkehrszeichen	Meine Kinder lernen in der Schule gerade die Verkehrszeichen.
B1	das Verständnis	Wir bitten um Ihr Verständnis.
B1	das Video	1. Ich habe den Film auf Video aufgenommen. 2. Lass uns ein Video vom Fest machen!
B1	das Viertel	Wir wohnen in einem schönen Viertel.
B1	das Visum	Das Visum ist für drei Monate gültig.
B1	das Vitamin	Der Arzt sagt, ich soll viele Vitamine essen.
B1	das Vorstellungsgespräch	Wann hast du dein Vorstellungs- gespräch?
B1	das Waschmittel	Diese Bluse darfst du nicht mit jedem Waschmittel waschen.
B1	das Wunder	1. Ich bin mit dem Fahrrad gestürzt. Es war ein Wunder, dass nichts Schlimmes passiert ist. 2. Du isst zu viel Schokolade. Kein Wunder, dass die Hose nicht mehr passt.
B1	das Wörterbuch	Ich muss das Wort im Wörterbuch nachschlagen.
B1	das Zeichen	Bitte fangen Sie erst an, wenn ich Ihnen ein Zeichen gebe.
B1	das Zertifikat	Wenn ich die Prüfung schaffe, bekomme ich ein Zertifikat.
B1	das Zeug/-zeug	Was hast du mit meinen Sachen gemacht? – Ich habe dein ganzes Zeug in dein Zimmer getan.
B1	das Zuhause	Ich fühle mich hier wohl. Das ist mein Zuhause.
B1	das Zündholz	Ich hätte gern eine Schachtel
B1	das/der Schlag- Obers	Ich hätte gern ein Stück Torte mit (Schlag-)Obers.
B1	das/der Zvieri/Znüni	Es ist Zeit für ein kleines Zvieri.
B1	dauernd	Das dauernde Klingeln des Telefons stört mich. Er ist dauernd krank.
B1	dekorieren	Hilfst du mir, den Tisch für die Party zu dekorieren?
B1	Den Kuchen habe	ich selbst gebacken.
B1	der Abfall	Werfen Sie den Bioabfall bitte nicht zum normalen Müll.
B1	der Abfalleimer	Wirf das bitte in den Abfalleimer!
B1	der Abschied	Der Abschied von meinen Freunden fiel mir schwer.
B1	der Abschluss	Ein guter Schulabschluss ist sehr wichtig.
B1	der Abschnitt	Lesen Sie bitte den zweiten Abschnitt.
B1	der Abwart	Der Abwart hat mir geholfen, den Schrank in die Wohnung zu tragen.
B1	der Alarm	Bei Feueralarm dürfen Sie die Aufzüge nicht benutzen.
B1	der Alkohol	1. Du musst die Wunde mit Alkohol reinigen. 2. Nein, danke! Ich trinke keinen Alkohol.
B1	der Alltag	Das ist mein Alltag: putzen, waschen, kochen.
B1	der Anbieter	Ist das ein privater Telefonanbieter?
B1	der Angehörige	Der Arzt darf nur Familienangehörigen Auskunft geben.
B1	der Angestellte	Björn ist Angestellter in einem Reisebüro.
B1	der Anrufbeantworter	Ich habe dir eine Nachricht auf den Anrufbeantworter gesprochen.
B1	der Anspruch	Sie wohnen im Stadtzentrum. Deshalb haben Sie keinen Anspruch auf Fahrgeld.
B1	der Antrag	Haben Sie schon einen Antrag für das Wohngeld ausgefüllt?
B1	der Anwalt	Ich werde das nicht bezahlen. Ich möchte zuerst mit meinem Anwalt sprechen.
B1	der Arbeiter	Maria ist seit zwei Jahren Arbeiterin bei Siemens.
B1	der Architekt	Dieses Haus hat eine berühmte Architektin gebaut.
B1	der Atem	Bitte den Atem anhalten.
B1	der Aufenthalt	1. Der Zug hat in München nur 20 Minuten Aufenthalt. 2. Wir wünschen Ihnen einen angenehmen Aufenthalt.
B1	der Auftrag	Ich komme im Auftrag von Frau Müller und soll Ihnen diesen Brief geben. Im Moment hat die Firma besonders viele Aufträge.
B1	der Auftritt	Nach dem Auftritt feiern die Musiker.
B1	der Augenblick	Ich wollte gerade parken. In dem Au- genblick ist ein Wagen aus der Ausfahrt gekommen. Einen Augenblick, bitte! Im Augenblick sind keine Plätze frei.
B1	der Ausdruck	Diesen Ausdruck habe ich noch nie gehört. || Machen Sie doch bitte einen Ausdruck von der E-Mail.
B1	der Automat funktioniert	bitte mal zeigen, wie nicht mehr.
B1	der Autor	Diese Autorin hat in diesem Jahr schon zwei Bücher geschrieben.
B1	der Back- Ofen	Ich habe gerade eine Pizza gemacht. Sie ist ganz frisch aus dem Ofen.
B1	der Bancomat/Bankomat	Ich hole noch schnell Geld vom Bankomaten.
B1	der Bart	John trägt jetzt einen Bart.
B1	der Bau	Ich wohne in einer Neubauwohnung. 2. Unser Haus ist ein Altbau.
B1	der Bauer	Wir kaufen unser Gemüse beim Bauern.
B1	der Bauernhof	Meine Großeltern hatten einen Bauernhof.
B1	der Bedarf	An diesem Produkt besteht großer Bedarf.
B1	der Beginn	Zu Beginn der Stunde begrüßt die Lehrerin ihre Schüler.
B1	der Beitrag	1. Die Krankenkasse hat die Beiträge erhöht. 2. Der Mitgliedsbeitrag für den Sportverein beträgt 34 Euro pro Monat.
B1	der Bekannte	In Hannover wohnen Bekannte von mir.
B1	der Beleg	Brauchen Sie einen Beleg?
B1	der Bereich	1. In welchem Bereich möchten Sie arbeiten? 2. Umfahren Sie den Baustellenbereich.
B1	der Bericht	Ich habe gestern einen interessanten Bericht gelesen.
B1	der Betrag	Bitte überweisen Sie den Betrag auf unser Konto.
B1	der Betreuer	Die Betreuerin der Kinder ist sehr nett.
B1	der Betrieb	In diesem Betrieb arbeiten zehn Leute. Kurz vor Weihnachten ist in den Kaufhäusern immer viel Betrieb. Der Aufzug ist in Betrieb/außer Betrieb.
B1	der Betriebsrat	Der Betriebsrat wird Sie über die neuen Arbeitszeiten informieren.
B1	der Beweis	Haben Sie dafür Beweise?
B1	der Bewohner	Ich kenne die anderen Hausbewohner nicht.
B1	der Bildschirm	Ich brauche einen größeren Bildschirm für meinen Computer. Wir haben einen Fernsehapparat mit einem sehr großen Bildschirm.
B1	der Blitz	Was für ein Gewitter, hast du den Blitz gesehen? 2. Hast du das Foto mit Blitz gemacht?
B1	der Boden	Die Bücher lagen alle auf dem Boden. Auf diesem Boden wächst Gemüse besonders gut.
B1	der Briefkasten	Ist hier in der Nähe ein Briefkasten? 2. Hol bitte mal die Zeitung aus dem Briefkasten.
B1	der Briefträger	War die Briefträgerin schon da?
B1	der Briefumschlag	Ich hätte gern 50 Briefumschläge und
B1	der Bub	In der Schulklasse sind 15 Buben und || 10 Mädchen.
B1	der Bürger	Aussicht. da EU-Bürgerinnen und Bürger können überall in Europa arbeiten.
B1	der Coiffeur	1. Du siehst toll aus! Wer ist dein Coiffeur? 2. Meine Tochter will Coiffeuse werden.
B1	der Dialekt	Ich verstehe dich besser, wenn du nicht Dialekt sprichst.
B1	der Dialog	Sie hören jetzt einen Dialog.
B1	der Dieb	Ein Dieb hat mir auf dem Markt die Tasche gestohlen.
B1	der Dienst	1. Als Krankenschwester habe ich oft Frühdienst. 2. Morgen habe ich Dienst. Deshalb kann ich nicht kommen.
B1	der Direktor	Ich möchte gern mit dem Direktor sprechen.
B1	der Donner	Der Donner kam erst lange nach dem Blitz.
